transaction_id,transaction_ts,store_id,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,channel,review_rating,promo_meta_json,is_returned,pre_tax_amount,tax_rate,tax_amount,total_amount
1396,2024-11-13 17:38:00,9,187,7,1,52.52,0.1,Card,InStore,,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""None""}",0,47.27,0.04,1.89,49.16
1397,2025-07-10 12:02:00,10,206,19,1,58.79,0.2,Card,InStore,1.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,47.03,0.07,3.29,50.32
1398,2025-07-09 17:26:00,8,185,16,1,37.78,0.15,MobilePay,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,32.11,0.07,2.25,34.36
1399,2024-08-14 12:08:00,6,206,28,1,60.76,0.15,Card,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""None""}",0,51.65,0.1,5.16,56.81
1400,2024-11-10 13:25:00,2,108,14,4,12.2,0.0,Card,InStore,,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,48.8,0.07,3.42,52.22
1401,2025-06-20 19:37:00,1,6,27,2,11.82,0.0,GiftCard,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",0,23.64,0.07,1.65,25.29
1402,2025-08-20 10:43:00,12,190,17,3,59.43,0.15,Card,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,151.55,0.07,10.61,162.16
1403,2025-06-21 15:32:00,11,74,51,2,7.43,0.15,MobilePay,Online,1.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,12.63,0.04,0.51,13.14
1404,2025-01-07 17:15:00,5,61,49,1,32.55,0.0,Card,InStore,,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,32.55,0.04,1.3,33.85
1405,2024-11-02 15:24:00,6,15,21,1,37.66,0.0,Cash,InStore,4.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,37.66,0.07,2.64,40.3
1406,2025-02-07 11:17:00,7,78,56,2,65.89,0.0,Card,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,131.78,0.07,9.22,141.0
1407,2024-07-23 14:23:00,6,203,44,1,16.14,0.1,MobilePay,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,14.53,0.1,1.45,15.98
1408,2024-10-09 17:40:00,4,195,19,2,71.53,0.05,MobilePay,Online,,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,135.91,0.07,9.51,145.42
1409,2025-05-18 16:36:00,7,33,49,3,38.88,0.0,Card,InStore,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,116.64,0.04,4.67,121.31
1410,2024-07-04 17:36:00,9,208,11,2,1.87,0.15,Card,ClickAndCollect,4.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,3.18,0.04,0.13,3.31
1411,2025-01-17 17:34:00,11,77,41,1,38.58,0.0,Card,ClickAndCollect,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,38.58,0.0,0.0,38.58
1412,2024-10-09 09:12:00,4,88,48,2,42.3,0.05,Cash,Online,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,80.37,0.07,5.63,86.0
1413,2025-02-21 14:03:00,10,67,3,1,38.98,0.2,Card,Online,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,31.18,0.04,1.25,32.43
1414,2025-04-02 12:48:00,5,243,47,2,33.91,0.1,MobilePay,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,61.04,0.07,4.27,65.31
1415,2025-05-14 17:00:00,7,236,48,1,49.61,0.05,Card,InStore,1.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,47.13,0.07,3.3,50.43
1416,2024-10-21 13:42:00,1,174,6,1,7.33,0.0,Card,ClickAndCollect,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,7.33,0.07,0.51,7.84
1417,2025-06-07 10:39:00,9,114,31,3,26.08,0.1,Card,InStore,1.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,70.42,0.07,4.93,75.35
1418,2025-06-26 18:01:00,10,18,5,1,64.26,0.05,Card,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,61.05,0.1,6.1,67.15
1419,2024-12-15 19:40:00,8,41,36,2,45.27,0.0,Card,ClickAndCollect,1.0,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,90.54,0.07,6.34,96.88
1420,2024-04-25 18:32:00,11,81,28,1,46.18,0.2,MobilePay,InStore,3.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,36.94,0.1,3.69,40.63
1421,2024-12-28 20:55:00,4,217,47,5,33.37,0.0,GiftCard,InStore,3.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,166.85,0.07,11.68,178.53
1422,2025-09-24 16:42:00,10,209,57,1,28.31,0.05,MobilePay,ClickAndCollect,2.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,26.89,0.0,0.0,26.89
1423,2025-02-27 09:18:00,10,84,33,1,44.94,0.0,MobilePay,InStore,4.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,44.94,0.04,1.8,46.74
1424,2024-10-31 11:03:00,9,68,44,3,14.02,0.0,Card,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""None""}",0,42.06,0.1,4.21,46.27
1425,2024-06-24 15:36:00,1,56,13,2,37.14,0.05,Card,InStore,5.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,70.57,0.1,7.06,77.63
1426,2025-06-24 10:47:00,6,14,20,1,18.55,0.0,MobilePay,InStore,1.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,18.55,0.0,0.0,18.55
1427,2025-04-02 13:46:00,9,137,9,2,2.66,0.0,MobilePay,InStore,2.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,5.32,0.1,0.53,5.85
1428,2024-09-16 19:44:00,6,194,19,1,56.89,0.05,Card,InStore,4.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,54.05,0.07,3.78,57.83
1429,2024-12-23 19:21:00,5,161,45,1,55.96,0.0,Card,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,55.96,0.04,2.24,58.2
1430,2024-03-21 12:44:00,2,1,51,1,7.66,0.0,MobilePay,InStore,1.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,7.66,0.04,0.31,7.97
1431,2025-01-19 09:53:00,4,243,37,5,14.54,0.0,Card,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,72.7,0.07,5.09,77.79
1432,2024-06-06 17:56:00,6,218,52,1,9.41,0.15,Card,InStore,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""None""}",0,8.0,0.07,0.56,8.56
1433,2025-02-21 10:18:00,3,177,52,3,8.44,0.0,Card,ClickAndCollect,2.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,25.32,0.07,1.77,27.09
1434,2025-03-03 11:04:00,4,75,43,3,22.91,0.1,Card,ClickAndCollect,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,61.86,0.1,6.19,68.05
1435,2025-02-07 20:43:00,2,216,9,1,3.03,0.0,GiftCard,InStore,1.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,3.03,0.1,0.3,3.33
1436,2025-02-27 17:56:00,8,15,27,2,13.48,0.1,Card,Online,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,24.26,0.07,1.7,25.96
1437,2024-02-20 13:43:00,3,134,34,1,66.73,0.0,Card,InStore,,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,66.73,0.07,4.67,71.4
1438,2025-02-28 15:41:00,10,241,42,1,38.81,0.0,Cash,Online,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,38.81,0.07,2.72,41.53
1439,2025-02-07 13:42:00,5,38,13,2,34.43,0.05,Card,ClickAndCollect,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""None""}",0,65.42,0.1,6.54,71.96
1440,2024-11-11 17:55:00,10,84,18,2,25.89,0.15,Card,InStore,5.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,44.01,0.07,3.08,47.09
1441,2025-06-30 14:51:00,3,117,29,1,50.87,0.05,Card,InStore,2.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,48.33,0.1,4.83,53.16
1442,2024-10-21 10:59:00,10,9,10,3,55.71,0.0,Card,InStore,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,167.13,0.1,16.71,183.84
1443,2025-06-15 14:45:00,3,212,46,5,2.5,0.2,GiftCard,InStore,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,10.0,0.07,0.7,10.7
1444,2024-07-29 14:13:00,5,59,21,1,35.86,0.1,Card,Online,2.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,32.27,0.07,2.26,34.53
1445,2025-06-26 11:52:00,4,54,35,1,32.89,0.1,MobilePay,InStore,4.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,29.6,0.04,1.18,30.78
1446,2025-09-25 16:12:00,9,236,10,1,57.82,0.0,MobilePay,Online,5.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""None""}",0,57.82,0.1,5.78,63.6
1447,2024-01-16 13:09:00,9,134,26,3,36.31,0.05,MobilePay,InStore,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,103.48,0.04,4.14,107.62
1448,2025-08-21 17:26:00,7,215,10,1,58.87,0.0,MobilePay,InStore,,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,58.87,0.1,5.89,64.76
1449,2025-06-24 19:49:00,9,80,26,2,39.84,0.1,Card,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,71.71,0.04,2.87,74.58
1450,2024-11-30 17:48:00,9,71,14,1,13.07,0.05,MobilePay,ClickAndCollect,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,12.42,0.07,0.87,13.29
1451,2024-09-04 12:04:00,12,1,39,1,21.54,0.1,Card,InStore,3.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,19.39,0.04,0.78,20.17
1452,2024-08-17 13:50:00,12,18,12,3,37.99,0.0,MobilePay,InStore,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,113.97,0.07,7.98,121.95
1453,2025-03-30 17:28:00,11,44,50,4,59.32,0.0,MobilePay,ClickAndCollect,1.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,237.28,0.1,23.73,261.01
1454,2025-09-04 10:52:00,9,167,7,2,53.1,0.0,Cash,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,106.2,0.04,4.25,110.45
1455,2024-06-21 18:27:00,5,191,10,1,47.68,0.1,Card,InStore,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,42.91,0.1,4.29,47.2
1456,2025-07-31 09:15:00,1,182,47,2,33.14,0.0,MobilePay,InStore,2.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,66.28,0.07,4.64,70.92
1457,2024-12-08 18:34:00,5,89,4,1,49.23,0.0,Cash,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,49.23,0.04,1.97,51.2
1458,2025-03-10 16:13:00,11,250,31,2,24.22,0.0,MobilePay,InStore,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,48.44,0.07,3.39,51.83
1459,2024-03-09 11:43:00,7,23,53,2,28.07,0.0,Cash,InStore,1.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,56.14,0.07,3.93,60.07
1460,2025-07-03 12:12:00,4,234,53,1,29.45,0.0,Card,Online,1.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",1,29.45,0.07,2.06,31.51
1461,2024-10-03 15:19:00,3,198,47,2,33.91,0.05,Card,InStore,1.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,64.43,0.07,4.51,68.94
1462,2025-01-05 09:15:00,6,65,24,1,14.42,0.0,Cash,Online,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,14.42,0.04,0.58,15.0
1463,2024-06-20 11:25:00,1,239,5,2,66.17,0.15,Cash,Online,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""None""}",0,112.49,0.1,11.25,123.74
1464,2024-09-22 16:38:00,11,218,21,2,34.67,0.1,GiftCard,Online,,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,62.41,0.07,4.37,66.78
1465,2024-08-23 14:02:00,5,134,18,1,21.11,0.0,Card,InStore,4.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,21.11,0.07,1.48,22.59
1466,2025-04-10 17:04:00,5,149,38,2,40.93,0.1,MobilePay,InStore,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,73.67,0.1,7.37,81.04
1467,2024-07-04 16:34:00,3,242,10,1,55.56,0.0,Cash,Online,4.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,55.56,0.1,5.56,61.12
1468,2024-07-18 14:22:00,7,2,23,1,24.82,0.0,MobilePay,Online,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,24.82,0.07,1.74,26.56
1469,2025-05-22 18:51:00,8,42,60,1,19.66,0.0,MobilePay,InStore,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,19.66,0.0,0.0,19.66
1470,2024-11-12 09:50:00,7,139,28,2,53.38,0.05,Cash,InStore,,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,101.42,0.1,10.14,111.56
1471,2025-08-19 12:49:00,8,107,14,1,11.74,0.05,Card,InStore,1.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""None""}",0,11.15,0.07,0.78,11.93
1472,2024-01-08 14:53:00,7,11,9,2,2.32,0.05,Card,InStore,1.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""BackToSchool""}",1,4.41,0.1,0.44,4.85
1473,2025-08-23 19:25:00,7,190,15,4,35.2,0.15,Card,InStore,4.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,119.68,0.07,8.38,128.06
1474,2025-03-31 14:32:00,7,85,35,2,33.4,0.15,GiftCard,InStore,,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,56.78,0.04,2.27,59.05
1475,2024-02-12 10:46:00,10,220,14,2,12.96,0.0,Card,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,25.92,0.07,1.81,27.73
1476,2025-02-14 16:48:00,3,188,26,2,46.0,0.15,GiftCard,Online,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,78.2,0.04,3.13,81.33
1477,2025-01-24 10:52:00,12,234,50,1,62.02,0.05,Cash,InStore,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""None""}",0,58.92,0.1,5.89,64.81
1478,2025-07-20 16:26:00,2,146,16,1,37.34,0.0,Card,ClickAndCollect,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,37.34,0.07,2.61,39.95
1479,2025-07-01 12:26:00,4,57,37,1,12.8,0.0,Cash,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""None""}",0,12.8,0.07,0.9,13.7
1480,2025-06-20 11:56:00,12,209,24,1,11.29,0.0,Card,InStore,1.0,"{""coupon"": ""WEEKEND15"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,11.29,0.04,0.45,11.74
1481,2024-05-03 14:13:00,5,122,4,3,54.76,0.0,Cash,InStore,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,164.28,0.04,6.57,170.85
1482,2024-05-12 13:43:00,11,241,53,1,34.4,0.0,MobilePay,InStore,1.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,34.4,0.07,2.41,36.81
1483,2024-03-13 18:24:00,7,127,22,1,7.79,0.1,GiftCard,Online,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,7.01,0.1,0.7,7.71
1484,2024-08-30 19:25:00,3,236,13,2,37.75,0.05,Card,InStore,,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,71.72,0.1,7.17,78.89
1485,2024-10-05 14:12:00,12,2,16,4,34.07,0.05,MobilePay,InStore,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,129.47,0.07,9.06,138.53
1486,2024-03-23 16:53:00,10,153,52,250,8.48,0.0,MobilePay,Online,,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,42.4,0.07,2.97,2120.0
1487,2025-07-30 18:28:00,10,112,3,1,38.69,0.1,MobilePay,Online,,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,34.82,0.04,1.39,36.21
1488,2025-05-26 09:13:00,6,158,39,1,26.52,0.1,MobilePay,InStore,4.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",0,23.87,0.04,0.95,24.82
1489,2025-07-09 13:05:00,1,161,16,3,32.28,0.0,Card,InStore,,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,96.84,0.07,6.78,103.62
1490,2025-04-07 19:16:00,1,92,57,3,23.13,0.0,Cash,Online,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,69.39,0.0,0.0,69.39
1491,2024-05-18 12:15:00,11,146,56,3,65.4,0.0,Card,InStore,1.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,196.2,0.07,13.73,209.93
1492,2025-09-21 20:48:00,1,89,15,4,29.34,0.1,MobilePay,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,105.62,0.07,7.39,113.01
1493,2024-08-15 11:49:00,6,229,56,1,59.11,0.05,MobilePay,InStore,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,56.15,0.07,3.93,60.08
1494,2025-07-05 16:23:00,1,233,9,4,2.6,0.1,Card,Online,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,9.36,0.1,0.94,10.3
1495,2024-09-18 11:36:00,7,176,44,1,15.31,0.0,Cash,InStore,2.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",0,15.31,0.1,1.53,16.84
1496,2025-04-10 17:35:00,3,129,49,1,36.95,0.1,MobilePay,Online,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,33.26,0.04,1.33,34.59
1497,2025-07-28 19:47:00,6,109,36,2,45.84,0.0,Card,Online,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,91.68,0.07,6.42,98.1
1498,2025-07-11 14:51:00,1,219,15,2,35.44,0.0,Cash,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""None""}",0,70.88,0.07,4.96,75.84
1499,2024-08-26 12:29:00,1,99,25,1,3.93,0.0,Card,InStore,5.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,3.93,0.04,0.16,4.09
1500,2024-02-21 12:29:00,12,49,22,2,7.02,0.0,Card,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,14.04,0.1,1.4,15.44
1501,2025-07-18 20:34:00,2,102,17,3,65.23,0.0,MobilePay,Online,2.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,195.69,0.07,13.7,209.39
1502,2025-07-27 16:07:00,7,108,12,1,45.01,0.0,Card,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,45.01,0.07,3.15,48.16
1503,2024-04-09 15:19:00,8,15,48,1,34.28,0.0,MobilePay,Online,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,34.28,0.07,2.4,36.68
1504,2024-10-18 17:06:00,11,225,46,2,2.97,0.05,Card,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,5.64,0.07,0.39,6.03
1505,2024-09-24 18:19:00,7,214,25,1,4.02,0.0,Card,InStore,4.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,4.02,0.04,0.16,4.18
1506,2024-07-06 13:55:00,5,189,14,1,12.02,0.0,Card,InStore,5.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""None""}",0,12.02,0.07,0.84,12.86
1507,2024-12-01 11:46:00,8,227,58,2,8.53,0.1,MobilePay,ClickAndCollect,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,15.35,0.07,1.07,16.42
1508,2025-06-02 09:27:00,8,153,49,1,34.76,0.15,Cash,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,29.55,0.04,1.18,30.73
1509,2024-07-22 09:00:00,9,28,60,1,18.63,0.1,Card,InStore,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,16.77,0.0,0.0,16.77
1510,2025-08-22 17:23:00,11,180,8,3,4.6,0.0,MobilePay,InStore,2.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,13.8,0.04,0.55,14.35
1511,2025-07-17 10:22:00,6,236,40,1,41.51,0.0,Card,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""None""}",0,41.51,0.07,2.91,44.42
1512,2025-09-05 09:44:00,11,210,51,1,8.74,0.0,Card,Online,5.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,8.74,0.04,0.35,9.09
1513,2025-09-23 14:36:00,12,4,25,2,4.41,0.2,GiftCard,InStore,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": true, ""campaign"": ""SpringSale""}",0,7.06,0.04,0.28,7.34
1514,2024-07-27 15:10:00,10,67,21,2,37.03,0.0,Card,InStore,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,74.06,0.07,5.18,79.24
1515,2025-02-25 10:26:00,7,171,13,1,44.93,0.1,Card,InStore,3.0,"{""coupon"": ""NONE"", ""bundle"": false, ""campaign"": ""None""}",0,40.44,0.1,4.04,44.48
1516,2025-03-13 16:31:00,4,99,43,2,21.42,0.0,Cash,InStore,5.0,"{""coupon"": ""NONE"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,42.84,0.1,4.28,47.12
1517,2024-10-26 17:52:00,9,57,43,1,22.25,0.0,Card,Online,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,22.25,0.1,2.22,24.47
1518,2025-02-21 19:05:00,8,243,13,2,32.84,0.0,MobilePay,InStore,3.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,65.68,0.1,6.57,72.25
1519,2024-06-05 14:22:00,4,137,9,1,2.56,0.05,Card,Online,2.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,2.43,0.1,0.24,2.67
1520,2024-08-30 13:46:00,5,135,17,2,50.59,0.05,Cash,InStore,5.0,"{""coupon"": ""LOYAL5"", ""bundle"": false, ""campaign"": ""None""}",0,96.12,0.07,6.73,102.85
1521,2024-01-23 11:38:00,11,8,19,2,68.62,0.0,Card,InStore,4.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,137.24,0.07,9.61,146.85
1522,2024-08-20 16:16:00,6,216,60,1,19.8,0.0,Card,InStore,3.0,"{""coupon"": ""WEEKEND15"", ""bundle"": false, ""campaign"": ""SpringSale""}",0,19.8,0.0,0.0,19.8
1523,2024-06-27 20:51:00,10,105,6,1,6.96,0.1,MobilePay,Online,2.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""BackToSchool""}",0,6.26,0.07,0.44,6.7
1524,2025-05-10 14:09:00,10,227,39,1,22.14,0.1,Cash,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BackToSchool""}",0,19.93,0.04,0.8,20.73
1525,2025-09-20 18:37:00,6,7,22,5,7.46,0.0,Card,InStore,3.0,"{""coupon"": ""WELCOME10"", ""bundle"": false, ""campaign"": ""BlackFriday""}",0,37.3,0.1,3.73,41.03
1526,2024-09-24 18:19:00,3,242,44,2,11.79,0.0,Cash,InStore,5.0,"{""coupon"": ""LOYAL5"", ""bundle"": true, ""campaign"": ""BlackFriday""}",0,23.58,0.1,2.36,25.94
